question,label
What is (are) Zellweger spectrum ?,information
What are the symptoms of Lopes Gorlin syndrome ?,symptoms
What are the symptoms of N syndrome ?,symptoms
What are the symptoms of Encephalomyopathy ?,symptoms
What are the symptoms of Abruzzo Erickson syndrome ?,symptoms
What is (are) Ellis-Van Creveld syndrome ?,information
What are the symptoms of Ellis-Van Creveld syndrome ?,symptoms
What is (are) Congenital short femur ?,information
What is (are) Hypertrichosis lanuginosa congenita ?,information
What are the symptoms of Hypertrichosis lanuginosa congenita ?,symptoms
What is (are) Cowden syndrome ?,information
What are the symptoms of Cowden syndrome ?,symptoms
What causes Cowden syndrome ?,causes
Is Cowden syndrome inherited ?,information
How to diagnose Cowden syndrome ?,tests
What are the treatments for Cowden syndrome ?,treatment
What is (are) Blue cone monochromatism ?,information
What are the symptoms of Blue cone monochromatism ?,symptoms
What is (are) Hairy cell leukemia ?,information
What are the symptoms of Preaxial polydactyly type 1 ?,symptoms
What is (are) Barrett esophagus ?,information
What are the symptoms of Barrett esophagus ?,symptoms
What causes Barrett esophagus ?,causes
Is Barrett esophagus inherited ?,information
How to diagnose Barrett esophagus ?,tests
What are the treatments for Barrett esophagus ?,treatment
What is (are) Non-A-E hepatitis ?,information
What are the symptoms of Negative rheumatoid factor polyarthritis ?,symptoms
What is (are) Menkes disease ?,information
What are the symptoms of Menkes disease ?,symptoms
What are the symptoms of Spastic quadriplegia retinitis pigmentosa mental retardation ?,symptoms
What are the symptoms of Pyridoxal 5'-phosphate-dependent epilepsy ?,symptoms
What is (are) Complete androgen insensitivity syndrome ?,information
What are the symptoms of Complete androgen insensitivity syndrome ?,symptoms
"What are the symptoms of Hypocalcemia, autosomal dominant ?",symptoms
What is (are) Isolated ectopia lentis ?,information
What are the symptoms of Isolated ectopia lentis ?,symptoms
What is (are) Hypolipoproteinemia ?,information
What are the symptoms of Hypolipoproteinemia ?,symptoms
What causes Hypolipoproteinemia ?,causes
What is (are) Cronkhite-Canada disease ?,information
What are the symptoms of Cronkhite-Canada disease ?,symptoms
What is (are) Acute febrile neutrophilic dermatosis ?,information
What are the symptoms of Acute febrile neutrophilic dermatosis ?,symptoms
What causes Acute febrile neutrophilic dermatosis ?,causes
What are the treatments for Acute febrile neutrophilic dermatosis ?,treatment
What is (are) Hemochromatosis type 4 ?,information
What are the symptoms of Hemochromatosis type 4 ?,symptoms
What is (are) Blount disease ?,information
What are the symptoms of Blount disease ?,symptoms
What is (are) Wiedemann-Steiner syndrome ?,information
What are the symptoms of Wiedemann-Steiner syndrome ?,symptoms
What is (are) Syndrome of inappropriate antidiuretic hormone ?,information
What are the symptoms of Syndrome of inappropriate antidiuretic hormone ?,symptoms
What causes Syndrome of inappropriate antidiuretic hormone ?,causes
What are the treatments for Syndrome of inappropriate antidiuretic hormone ?,treatment
What are the symptoms of Amelogenesis imperfecta local hypoplastic ?,symptoms
What are the symptoms of Maple syrup urine disease type 1A ?,symptoms
What are the symptoms of Focal palmoplantar and gingival keratoderma ?,symptoms
What is (are) Gray zone lymphoma ?,information
What are the treatments for Gray zone lymphoma ?,treatment
What is (are) Neuroacanthocytosis ?,information
What are the treatments for Neuroacanthocytosis ?,treatment
What are the symptoms of 8p23.1 duplication syndrome ?,symptoms
What is (are) Churg Strauss syndrome ?,information
What are the symptoms of Churg Strauss syndrome ?,symptoms
What are the symptoms of Bone dysplasia lethal Holmgren type ?,symptoms
What is (are) Hemochromatosis type 1 ?,information
What are the symptoms of Hemochromatosis type 1 ?,symptoms
What are the treatments for Hemochromatosis type 1 ?,treatment
What are the symptoms of Leber congenital amaurosis 5 ?,symptoms
What is (are) Children's interstitial lung disease ?,information
What are the treatments for Children's interstitial lung disease ?,treatment
What are the symptoms of Spranger Schinzel Myers syndrome ?,symptoms
What is (are) Human T-cell leukemia virus type 2 ?,information
What are the symptoms of Human T-cell leukemia virus type 2 ?,symptoms
What causes Human T-cell leukemia virus type 2 ?,causes
How to diagnose Human T-cell leukemia virus type 2 ?,tests
What are the treatments for Human T-cell leukemia virus type 2 ?,treatment
What is (are) Parsonage Turner syndrome ?,information
What are the symptoms of Parsonage Turner syndrome ?,symptoms
What causes Parsonage Turner syndrome ?,causes
Is Parsonage Turner syndrome inherited ?,information
How to diagnose Parsonage Turner syndrome ?,tests
What are the treatments for Parsonage Turner syndrome ?,treatment
What is (are) Graves' disease ?,information
What are the symptoms of Graves' disease ?,symptoms
What are the symptoms of Osteopenia and sparse hair ?,symptoms
What are the symptoms of Charlie M syndrome ?,symptoms
What are the symptoms of Chromosome 8p23.1 deletion ?,symptoms
What is (are) Polymicrogyria ?,information
What is (are) Agenesis of the dorsal pancreas ?,information
What are the symptoms of Agenesis of the dorsal pancreas ?,symptoms
What causes Agenesis of the dorsal pancreas ?,causes
What are the treatments for Agenesis of the dorsal pancreas ?,treatment
What is (are) Pseudoachondroplasia ?,information
What are the symptoms of Pseudoachondroplasia ?,symptoms
Is Pseudoachondroplasia inherited ?,information
What are the symptoms of Mandibuloacral dysplasia with type A lipodystrophy ?,symptoms
What is (are) Complement component 2 deficiency ?,information
What are the symptoms of Complement component 2 deficiency ?,symptoms
What is (are) CREST syndrome ?,information
What are the symptoms of CREST syndrome ?,symptoms
What causes CREST syndrome ?,causes
How to diagnose CREST syndrome ?,tests
What are the symptoms of NADH cytochrome B5 reductase deficiency ?,symptoms
What is (are) Glucose-6-phosphate dehydrogenase deficiency ?,information
What are the symptoms of Glucose-6-phosphate dehydrogenase deficiency ?,symptoms
What causes Glucose-6-phosphate dehydrogenase deficiency ?,causes
Is Glucose-6-phosphate dehydrogenase deficiency inherited ?,information
What are the treatments for Glucose-6-phosphate dehydrogenase deficiency ?,treatment
What are the symptoms of Amish lethal microcephaly ?,symptoms
What are the symptoms of Paine syndrome ?,symptoms
What are the symptoms of Thumb stiff brachydactyly mental retardation ?,symptoms
What is (are) Acanthoma ?,information
What are the treatments for Acanthoma ?,treatment
What is (are) Baller-Gerold syndrome ?,information
What are the symptoms of Baller-Gerold syndrome ?,symptoms
What are the symptoms of Saccharopinuria ?,symptoms
What is (are) Frontal fibrosing alopecia ?,information
What are the symptoms of Frontal fibrosing alopecia ?,symptoms
What causes Frontal fibrosing alopecia ?,causes
Is Frontal fibrosing alopecia inherited ?,information
How to diagnose Frontal fibrosing alopecia ?,tests
What are the treatments for Frontal fibrosing alopecia ?,treatment
What are the symptoms of Nephrotic syndrome ocular anomalies ?,symptoms
What is (are) Succinic semialdehyde dehydrogenase deficiency ?,information
What are the symptoms of Succinic semialdehyde dehydrogenase deficiency ?,symptoms
What causes Succinic semialdehyde dehydrogenase deficiency ?,causes
Is Succinic semialdehyde dehydrogenase deficiency inherited ?,information
How to diagnose Succinic semialdehyde dehydrogenase deficiency ?,tests
What are the treatments for Succinic semialdehyde dehydrogenase deficiency ?,treatment
What are the symptoms of Ectrodactyly cleft palate syndrome ?,symptoms
What is (are) Autosomal recessive polycystic kidney disease ?,information
What are the symptoms of Autosomal recessive polycystic kidney disease ?,symptoms
Is Autosomal recessive polycystic kidney disease inherited ?,information
What are the treatments for Autosomal recessive polycystic kidney disease ?,treatment
What are the symptoms of Osteopoikilosis and dacryocystitis ?,symptoms
What is (are) Nicolaides-Baraitser syndrome ?,information
What are the symptoms of Nicolaides-Baraitser syndrome ?,symptoms
What causes Nicolaides-Baraitser syndrome ?,causes
Is Nicolaides-Baraitser syndrome inherited ?,information
What are the symptoms of Medium-chain 3-ketoacyl-coa thiolase deficiency ?,symptoms
"What are the symptoms of Nephrotic syndrome, idiopathic, steroid-resistant ?",symptoms
What are the symptoms of Tetramelic monodactyly ?,symptoms
What are the symptoms of Congenital rubella ?,symptoms
What is (are) Waardenburg syndrome type 2 ?,information
What are the symptoms of Waardenburg syndrome type 2 ?,symptoms
How to diagnose Waardenburg syndrome type 2 ?,tests
What are the symptoms of Muscular dystrophy white matter spongiosis ?,symptoms
What are the symptoms of Spondylometaphyseal dysplasia type A4 ?,symptoms
What is (are) Fetal cystic hygroma ?,information
What are the symptoms of Fetal cystic hygroma ?,symptoms
What is (are) Mitochondrial complex IV deficiency ?,information
What are the symptoms of Mitochondrial complex IV deficiency ?,symptoms
What are the treatments for Mitochondrial complex IV deficiency ?,treatment
What is (are) Geniospasm ?,information
What are the symptoms of Geniospasm ?,symptoms
Is Geniospasm inherited ?,information
How to diagnose Geniospasm ?,tests
What are the treatments for Geniospasm ?,treatment
What is (are) Hemifacial myohyperplasia ?,information
What is (are) Combined malonic and methylmalonic aciduria ?,information
What are the symptoms of Combined malonic and methylmalonic aciduria ?,symptoms
What is (are) Currarino triad ?,information
What are the symptoms of Currarino triad ?,symptoms
What causes Currarino triad ?,causes
Is Currarino triad inherited ?,information
What are the symptoms of Acrokeratoelastoidosis of Costa ?,symptoms
What are the symptoms of Congenital toxoplasmosis ?,symptoms
What are the symptoms of Roifman syndrome ?,symptoms
What is (are) Alport syndrome ?,information
What are the symptoms of Alport syndrome ?,symptoms
What causes Alport syndrome ?,causes
Is Alport syndrome inherited ?,information
What are the treatments for Alport syndrome ?,treatment
What are the symptoms of Spinocerebellar ataxia 23 ?,symptoms
What is (are) Leber hereditary optic neuropathy with dystonia ?,information
What are the symptoms of Leber hereditary optic neuropathy with dystonia ?,symptoms
What is (are) Mucopolysaccharidosis type IIID ?,information
What are the symptoms of Mucopolysaccharidosis type IIID ?,symptoms
What is (are) Subcortical band heterotopia ?,information
What are the symptoms of Subcortical band heterotopia ?,symptoms
"What are the symptoms of Maturity-onset diabetes of the young, type 3 ?",symptoms
What is (are) Lysinuric protein intolerance ?,information
What are the symptoms of Lysinuric protein intolerance ?,symptoms
"What are the symptoms of Nystagmus 3, congenital, autosomal dominant ?",symptoms
What is (are) Anonychia congenita ?,information
What are the symptoms of Anonychia congenita ?,symptoms
What are the treatments for Anonychia congenita ?,treatment
What is (are) Tetra-amelia syndrome ?,information
What are the symptoms of Tetra-amelia syndrome ?,symptoms
How to diagnose Tetra-amelia syndrome ?,tests
What is (are) Immunodeficiency with hyper IgM type 1 ?,information
What are the symptoms of Immunodeficiency with hyper IgM type 1 ?,symptoms
What causes Immunodeficiency with hyper IgM type 1 ?,causes
What are the treatments for Immunodeficiency with hyper IgM type 1 ?,treatment
