question,label
How to diagnose Basilar migraine ?,tests
What are the treatments for Basilar migraine ?,treatment
What is (are) Mitochondrial DNA-associated Leigh syndrome ?,information
What are the symptoms of Mitochondrial DNA-associated Leigh syndrome ?,symptoms
What are the symptoms of Schisis association ?,symptoms
What is (are) Central core disease ?,information
What are the symptoms of Central core disease ?,symptoms
How to diagnose Central core disease ?,tests
What are the treatments for Central core disease ?,treatment
What is (are) Limb dystonia ?,information
What is (are) Currarino triad ?,information
What are the symptoms of Currarino triad ?,symptoms
What causes Currarino triad ?,causes
Is Currarino triad inherited ?,information
What are the symptoms of Lubinsky syndrome ?,symptoms
What is (are) Tracheobronchomalacia ?,information
What are the symptoms of Tracheobronchomalacia ?,symptoms
What causes Tracheobronchomalacia ?,causes
Is Tracheobronchomalacia inherited ?,information
How to diagnose Tracheobronchomalacia ?,tests
What are the treatments for Tracheobronchomalacia ?,treatment
What are the symptoms of Johnson neuroectodermal syndrome ?,symptoms
What are the symptoms of Diabetes insipidus nephrogenic mental retardation and intracerebral calcification ?,symptoms
What are the symptoms of Angel shaped phalangoepiphyseal dysplasia ?,symptoms
What is (are) Chromosome 8q24.3 deletion syndrome ?,information
What are the symptoms of Chromosome 8q24.3 deletion syndrome ?,symptoms
What is (are) Amelogenesis imperfecta ?,information
What are the symptoms of Amelogenesis imperfecta ?,symptoms
What causes Amelogenesis imperfecta ?,causes
Is Amelogenesis imperfecta inherited ?,information
How to diagnose Amelogenesis imperfecta ?,tests
What are the treatments for Amelogenesis imperfecta ?,treatment
What are the symptoms of Familial episodic pain syndrome ?,symptoms
What are the symptoms of Hepatic venoocclusive disease with immunodeficiency ?,symptoms
"What are the symptoms of Nephrotic syndrome, idiopathic, steroid-resistant ?",symptoms
What are the symptoms of Diamond-Blackfan anemia 3 ?,symptoms
What are the symptoms of Desmoid tumor ?,symptoms
What is (are) Von Hippel-Lindau disease ?,information
What are the symptoms of Von Hippel-Lindau disease ?,symptoms
What causes Von Hippel-Lindau disease ?,causes
Is Von Hippel-Lindau disease inherited ?,information
How to diagnose Von Hippel-Lindau disease ?,tests
What are the treatments for Von Hippel-Lindau disease ?,treatment
What are the symptoms of Dystonia 16 ?,symptoms
What are the symptoms of Frontofacionasal dysplasia ?,symptoms
What is (are) Ataxia telangiectasia ?,information
What are the symptoms of Ataxia telangiectasia ?,symptoms
What are the symptoms of Carney triad ?,symptoms
What are the symptoms of Meckel syndrome type 2 ?,symptoms
What are the symptoms of Oculomaxillofacial dysostosis ?,symptoms
What is (are) Disseminated peritoneal leiomyomatosis ?,information
What are the symptoms of Disseminated peritoneal leiomyomatosis ?,symptoms
What causes Disseminated peritoneal leiomyomatosis ?,causes
How to diagnose Disseminated peritoneal leiomyomatosis ?,tests
What are the treatments for Disseminated peritoneal leiomyomatosis ?,treatment
What are the symptoms of Hyde Forster Mccarthy Berry syndrome ?,symptoms
What are the symptoms of Diffuse cutaneous systemic sclerosis ?,symptoms
"What are the symptoms of Epidermolysis bullosa simplex, Dowling-Meara type ?",symptoms
What are the symptoms of Pheochromocytoma-islet cell tumor syndrome ?,symptoms
What is (are) Meningoencephalocele ?,information
What causes Meningoencephalocele ?,causes
Is Meningoencephalocele inherited ?,information
"What are the symptoms of Presenile dementia, Kraepelin type ?",symptoms
"What are the symptoms of Mental retardation, X-linked, nonspecific ?",symptoms
What are the symptoms of Oculoectodermal syndrome ?,symptoms
What is (are) Parsonage Turner syndrome ?,information
What are the symptoms of Parsonage Turner syndrome ?,symptoms
What causes Parsonage Turner syndrome ?,causes
Is Parsonage Turner syndrome inherited ?,information
How to diagnose Parsonage Turner syndrome ?,tests
What are the treatments for Parsonage Turner syndrome ?,treatment
What are the symptoms of Gupta Patton syndrome ?,symptoms
What are the symptoms of Reticular dysgenesis ?,symptoms
What are the symptoms of Bowen syndrome ?,symptoms
What is (are) Tietze syndrome ?,information
What are the symptoms of Tietze syndrome ?,symptoms
What causes Tietze syndrome ?,causes
Is Tietze syndrome inherited ?,information
How to diagnose Tietze syndrome ?,tests
What are the treatments for Tietze syndrome ?,treatment
What is (are) Geniospasm ?,information
What are the symptoms of Geniospasm ?,symptoms
Is Geniospasm inherited ?,information
How to diagnose Geniospasm ?,tests
What are the treatments for Geniospasm ?,treatment
What are the symptoms of Saccharopinuria ?,symptoms
What is (are) Pityriasis rubra pilaris ?,information
What are the symptoms of Pityriasis rubra pilaris ?,symptoms
What causes Pityriasis rubra pilaris ?,causes
What are the treatments for Pityriasis rubra pilaris ?,treatment
What are the symptoms of Epiphyseal dysplasia hearing loss dysmorphism ?,symptoms
What are the symptoms of Yorifuji Okuno syndrome ?,symptoms
What are the symptoms of Spastic quadriplegia retinitis pigmentosa mental retardation ?,symptoms
What are the symptoms of Gorlin Chaudhry Moss syndrome ?,symptoms
What is (are) Limited systemic sclerosis ?,information
What are the symptoms of Kowarski syndrome ?,symptoms
What are the symptoms of Ehlers-Danlos-like syndrome due to tenascin-X deficiency ?,symptoms
What are the symptoms of Karak syndrome ?,symptoms
What are the symptoms of Encephalomyopathy ?,symptoms
What is (are) Norrie disease ?,information
What are the symptoms of Norrie disease ?,symptoms
What causes Norrie disease ?,causes
What are the treatments for Norrie disease ?,treatment
What is (are) Alagille syndrome ?,information
What are the symptoms of Alagille syndrome ?,symptoms
What are the symptoms of Amyloidosis corneal ?,symptoms
How to diagnose Amyloidosis corneal ?,tests
What is (are) Schnitzler syndrome ?,information
What are the symptoms of Schnitzler syndrome ?,symptoms
What causes Schnitzler syndrome ?,causes
How to diagnose Schnitzler syndrome ?,tests
What are the treatments for Schnitzler syndrome ?,treatment
What are the symptoms of Ulnar-mammary syndrome ?,symptoms
"What are the symptoms of Chondrodysplasia with joint dislocations, GPAPP type ?",symptoms
What is (are) Osteomesopyknosis ?,information
What are the symptoms of Osteomesopyknosis ?,symptoms
Is Osteomesopyknosis inherited ?,information
What is (are) Acrodysplasia scoliosis ?,information
What are the symptoms of Acrodysplasia scoliosis ?,symptoms
What are the symptoms of Microtia-Anotia ?,symptoms
What is (are) Autosomal recessive pseudohypoaldosteronism type 1 ?,information
What are the symptoms of Autosomal recessive pseudohypoaldosteronism type 1 ?,symptoms
What are the symptoms of Normophosphatemic familial tumoral calcinosis ?,symptoms
What is (are) Lattice corneal dystrophy type 3A ?,information
What are the symptoms of Lattice corneal dystrophy type 3A ?,symptoms
What are the symptoms of T-cell lymphoma 1A ?,symptoms
What are the symptoms of Steatocystoma multiplex with natal teeth ?,symptoms
What is (are) MECP2 duplication syndrome ?,information
What are the symptoms of MECP2 duplication syndrome ?,symptoms
What causes MECP2 duplication syndrome ?,causes
Is MECP2 duplication syndrome inherited ?,information
How to diagnose MECP2 duplication syndrome ?,tests
What are the treatments for MECP2 duplication syndrome ?,treatment
What are the symptoms of Alopecia macular degeneration growth retardation ?,symptoms
"What are the symptoms of Alopecia, epilepsy, pyorrhea, mental subnormality ?",symptoms
What is (are) Mosaic trisomy 14 ?,information
What are the symptoms of Mosaic trisomy 14 ?,symptoms
What causes Mosaic trisomy 14 ?,causes
What are the treatments for Mosaic trisomy 14 ?,treatment
"What are the symptoms of Microcephaly, corpus callosum dysgenesis and cleft lip-palate ?",symptoms
What are the symptoms of Quinquaud's decalvans folliculitis ?,symptoms
What is (are) Mulibrey Nanism ?,information
What are the symptoms of Mulibrey Nanism ?,symptoms
How to diagnose Mulibrey Nanism ?,tests
What is (are) Spondylocostal dysostosis 4 ?,information
What are the symptoms of Spondylocostal dysostosis 4 ?,symptoms
What is (are) Leprechaunism ?,information
What are the symptoms of Leprechaunism ?,symptoms
What are the symptoms of Kallmann syndrome 5 ?,symptoms
What is (are) Juvenile Huntington disease ?,information
What are the symptoms of Juvenile Huntington disease ?,symptoms
What causes Juvenile Huntington disease ?,causes
Is Juvenile Huntington disease inherited ?,information
How to diagnose Juvenile Huntington disease ?,tests
What are the treatments for Juvenile Huntington disease ?,treatment
What are the symptoms of Hereditary congenital facial paresis ?,symptoms
What are the symptoms of Spondyloepimetaphyseal dysplasia x-linked with mental deterioration ?,symptoms
What is (are) Borjeson-Forssman-Lehmann syndrome ?,information
What are the symptoms of Borjeson-Forssman-Lehmann syndrome ?,symptoms
What is (are) Singleton Merten syndrome ?,information
What are the symptoms of Singleton Merten syndrome ?,symptoms
How to diagnose Singleton Merten syndrome ?,tests
What are the treatments for Singleton Merten syndrome ?,treatment
What is (are) Familial hyperinsulinism ?,information
What are the symptoms of Familial hyperinsulinism ?,symptoms
What is (are) Loin pain hematuria syndrome ?,information
What are the symptoms of Loin pain hematuria syndrome ?,symptoms
What causes Loin pain hematuria syndrome ?,causes
How to diagnose Loin pain hematuria syndrome ?,tests
What are the treatments for Loin pain hematuria syndrome ?,treatment
"What are the symptoms of Natal teeth, intestinal pseudoobstruction and patent ductus ?",symptoms
What is (are) Polydactyly ?,information
What are the symptoms of Familial visceral myopathy with external ophthalmoplegia ?,symptoms
What is (are) Pseudopelade of Brocq ?,information
What are the symptoms of Pseudopelade of Brocq ?,symptoms
What are the treatments for Pseudopelade of Brocq ?,treatment
What is (are) Desmoplastic small round cell tumor ?,information
